Age,Country,Party,EPG,Vote
39,Belgium,Parti du Travail de Belgique,The Left,1
33,Romania,Uniunea Salvați România,REG,1
68,Belgium,Nieuw-Vlaamse Alliantie,ECR,2
48,France,,REG,1
42,Germany,Piratenpartei Deutschland,Greens/EFA,1
52,Slovenia,Socialni demokrati,S&D,1
34,Belgium,Ecologistes Confédérés pour l'Organisation de Luttes Originales,Greens/EFA,1
56,United Kingdom,Liberal Democrats,REG,1
63,France,Rassemblement national,IDG,2
60,France,Mouvement Démocrate,REG,1
36,Germany,Alternative für Deutschland,IDG,2
78,Germany,Ökologisch-Demokratische Partei,Greens/EFA,1
59,United Kingdom,Liberal Democrats,REG,1
79,Poland,Platforma Obywatelska,EPP,2
50,Spain,Ciudadanos – Partido de la Ciudadanía,REG,1
45,France,Liste Renaissance,REG,1
59,France,Europe Écologie,Greens/EFA,1
42,Ireland,Sinn Féin,None,1
51,Malta,Partit Nazzjonalista,EPP,2
49,Italy,Lega,IDG,2
43,Germany,Christlich Demokratische Union Deutschlands,EPP,2
34,Italy,Movimento 5 Stelle,NI,1
37,Germany,Bündnis 90/Die Grünen,Greens/EFA,1
30,Portugal,Partido Socialista,S&D,1
57,France,Mouvement Démocrate,REG,1
34,Netherlands,Partij van de Arbeid,S&D,1
37,France,La France Insoumise,The Left,1
44,Czech Republic,Ano 2011,REG,1
55,Belgium,Mouvement Réformateur,REG,1
44,United Kingdom,Green Party,Greens/EFA,1
56,Cyprus,Democratic Rally,EPP,2
50,Romania,Uniunea Salvați România,REG,1
50,Romania,Partidul Social Democrat,S&D,1
54,France,Les centristes,EPP,1
51,Italy,Lega,IDG,2
52,Romania,PRO Romania,S&D,1
31,Hungary,Momentum,REG,1
56,Ireland,Green Party,Greens/EFA,1
30,Malta,Partit Laburista,S&D,1
61,Netherlands,ChristenUnie,EPP,2
37,Sweden,Arbetarepartiet- Socialdemokraterna,S&D,1
66,Italy,Lega,IDG,2
65,United Kingdom,Liberal Democrats,REG,1
61,Italy,Partito Democratico,S&D,1
35,France,Liste Renaissance,REG,1
42,France,Europe Écologie,Greens/EFA,1
42,Hungary,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,NI,2
40,France,Europe Écologie,Greens/EFA,1
43,United Kingdom,The Brexit Party,NI,3
35,Germany,DIE LINKE.,The Left,1
56,Belgium,Groen,Greens/EFA,1
47,Hungary,Demokratikus Koalíció,S&D,1
32,Hungary,Momentum,REG,1
50,Italy,Südtiroler Volkspartei,EPP,2
57,United Kingdom,Green Party,Greens/EFA,1
50,Italy,Lega,IDG,2
33,Germany,Christlich Demokratische Union Deutschlands,EPP,2
59,France,Liste Renaissance,REG,1
40,Bulgaria,VMRO,ECR,2
43,Netherlands,GroenLinks,Greens/EFA,1
37,Germany,Freie Wähler,REG,1
36,Italy,Europa Verde,Greens/EFA,1
48,Slovenia,Socialni demokrati,S&D,1
53,France,Mouvement Démocrate,REG,1
41,Sweden,Centerpartiet,REG,1
54,Germany,Christlich-Soziale Union in Bayern e.V.,EPP,2
52,Portugal,Partido Social Democrata,EPP,2
40,Spain,Partido Socialista Obrero Español,S&D,1
36,Italy,Movimento 5 Stelle,NI,1
57,Germany,Alternative für Deutschland,IDG,2
50,Italy,Fratelli d'Italia,ECR,2
47,Croatia,Istarski demokratski sabor - Dieta democratica istriana,REG,1
50,Cyprus,Democratic Rally,EPP,2
59,United Kingdom,The Brexit Party,NI,3
45,Poland,Platforma Obywatelska,EPP,2
43,Belgium,Christen-Democratisch & Vlaams,EPP,2
53,Germany,Bündnis 90/Die Grünen,Greens/EFA,1
35,Germany,Bündnis 90/Die Grünen,Greens/EFA,1
34,Denmark,Socialdemokratiet,S&D,1
31,Italy,Movimento 5 Stelle,NI,1
59,Germany,Christlich Demokratische Union Deutschlands,EPP,2
31,Austria,NEOS – Das Neue Österreich,REG,1
42,Spain,Partido Socialista Obrero Español,S&D,1
42,Spain,Partido Socialista Obrero Español,S&D,1
45,Spain,Partido Socialista Obrero Español,S&D,1
44,Spain,Partido Socialista Obrero Español,S&D,1
52,Spain,Ciudadanos – Partido de la Ciudadanía,REG,1
63,France,Rassemblement national,IDG,2
65,Germany,Sozialdemokratische Partei Deutschlands,S&D,1
51,Italy,Movimento 5 Stelle,NI,1
55,Germany,Familien-Partei Deutschlands,EPP,2
48,Germany,Christlich Demokratische Union Deutschlands,EPP,2
44,Germany,Freie Demokratische Partei,REG,1
40,France,Place publique,S&D,1
47,Spain,Partido Socialista Obrero Español,S&D,1
55,Spain,Partido Popular,EPP,2
55,Italy,Lega,IDG,2
65,Romania,Partidul Puterii Umaniste,S&D,1
57,United Kingdom,Labour Party,S&D,1
47,France,Rassemblement national,IDG,2
43,Slovenia,Lista Marjana Šarca,REG,1
54,France,Mouvement Démocrate,REG,1
68,France,Liste Renaissance,REG,1
57,France,Parti Socialiste,S&D,1
43,Portugal,Bloco de Esquerda,The Left,1
40,Sweden,Arbetarepartiet- Socialdemokraterna,S&D,1
42,Hungary,JOBBIK MAGYARORSZÁGÉRT MOZGALOM,NI,2
51,Hungary,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,NI,2
47,Hungary,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,NI,2
30,Germany,Freie Demokratische Partei,REG,1
49,Germany,Bündnis 90/Die Grünen,Greens/EFA,1
52,Austria,Freiheitliche Partei Österreichs,IDG,3
52,Slovakia,Independent,S&D,1
58,Poland,Platforma Obywatelska,EPP,2
37,Luxembourg,Parti chrétien social luxembourgeois,EPP,2
63,Romania,Partidul Naţional Liberal,EPP,1
33,France,La République en marche,REG,1
51,Netherlands,Partij voor de Dieren,The Left,1
53,Austria,Sozialdemokratische Partei Österreichs,S&D,1
64,Finland,Suomen Sosialidemokraattinen Puolue/Finlands Socialdemokratiska Parti,S&D,1
49,Hungary,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,NI,2
39,Czech Republic,Ano 2011,REG,1
42,Slovakia,Progresívne Slovensko,REG,1
55,Sweden,Miljöpartiet de gröna,Greens/EFA,1
26,Spain,Partido Socialista Obrero Español,S&D,2
57,United Kingdom,Liberal Democrats,REG,1
61,United Kingdom,Labour Party,S&D,1
49,Bulgaria,Bulgarian Socialist Party,S&D,1
71,Poland,Platforma Obywatelska,EPP,2
35,Netherlands,Volkspartij voor Vrijheid en Democratie,REG,1
47,Latvia,Attīstībai/Par!,REG,1
35,Sweden,Arbetarepartiet- Socialdemokraterna,S&D,1
56,Netherlands,Democraten 66,REG,1
60,Germany,Christlich Demokratische Union Deutschlands,EPP,2
58,France,Rassemblement national,IDG,2
45,Poland,Polskie Stronnictwo Ludowe,EPP,2
53,United Kingdom,Labour Party,S&D,1
59,Netherlands,Partij van de Arbeid,S&D,1
46,France,Rassemblement national,IDG,2
61,Lithuania,Tėvynės sąjunga-Lietuvos krikščionys demokratai,EPP,2
66,Poland,Prawo i Sprawiedliwość,ECR,2
53,Germany,Sozialdemokratische Partei Deutschlands,S&D,1
44,Bulgaria,Democrats for Strong Bulgaria,EPP,2
39,Belgium,Nieuw-Vlaamse Alliantie,ECR,2
62,Austria,Österreichische Volkspartei,EPP,2
49,Sweden,Liberalerna,REG,1
60,Greece,Nea Demokratia,EPP,3
60,France,Agir - La Droite constructive,REG,1
38,Germany,Bündnis 90/Die Grünen,Greens/EFA,1
67,Ireland,Fine Gael Party,EPP,2
42,United Kingdom,Labour Party,S&D,1
60,Cyprus,Progressive Party of Working People - Left - New Forces,The Left,1
56,Poland,Prawo i Sprawiedliwość,ECR,2
37,Poland,,S&D,1
33,Sweden,Moderaterna,EPP,1
49,Greece,Coalition of the Radical Left,The Left,1
39,Czech Republic,PIRÁTI,Greens/EFA,1
50,Croatia,-,NI,2
38,Czech Republic,Komunistická strana Čech a Moravy,The Left,1
63,Poland,Platforma Obywatelska,EPP,1
52,Poland,Prawo i Sprawiedliwość,ECR,2
44,Hungary,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,NI,2
62,Germany,Sozialdemokratische Partei Deutschlands,S&D,1
57,Greece,Coalition of the Radical Left,The Left,1
39,Czech Republic,Ano 2011,REG,1
66,Poland,Prawo i Sprawiedliwość,ECR,2
63,Lithuania,Tėvynės sąjunga-Lietuvos krikščionys demokratai,EPP,2
48,Sweden,Miljöpartiet de gröna,Greens/EFA,1
63,Poland,Prawo i Sprawiedliwość,ECR,2
34,Greece,Nea Demokratia,EPP,1
67,Greece,Independent,REG,3
34,Bulgaria,Movement for Rights and Freedoms,REG,1
44,Germany,Bündnis 90/Die Grünen,Greens/EFA,1
40,France,Place publique,S&D,1
54,Italy,Lega,IDG,2
40,Germany,Bündnis 90/Die Grünen,Greens/EFA,1
41,France,Rassemblement national,IDG,2
55,France,Nouvelle Donne,S&D,1
42,France,Rassemblement national,IDG,2
35,Netherlands,Christen Democratisch Appèl,EPP,2
54,Germany,Christlich Demokratische Union Deutschlands,EPP,2
53,Germany,Alternative für Deutschland,IDG,2
42,Germany,Christlich Demokratische Union Deutschlands,EPP,2
52,Italy,Lega,IDG,2
55,France,Liste Renaissance,REG,1
49,Spain,Partido Popular,EPP,2
48,Germany,Christlich Demokratische Union Deutschlands,EPP,2
65,United Kingdom,Conservative Party,ECR,2
48,United Kingdom,Scottish National Party,Greens/EFA,1
30,United Kingdom,Green Party,Greens/EFA,1
46,Italy,Partito Democratico,S&D,1
40,Austria,Österreichische Volkspartei,EPP,2
61,France,Rassemblement national,IDG,2
67,Romania,Partidul Naţional Liberal,EPP,2
43,Portugal,Partido Socialista,S&D,1
43,Portugal,Bloco de Esquerda,The Left,1
51,Czech Republic,Independent,S&D,1
33,Bulgaria,Citizens for European Development of Bulgaria,EPP,2
52,Poland,Prawo i Sprawiedliwość,ECR,2
65,Lithuania,Tėvynės sąjunga-Lietuvos krikščionys demokratai,EPP,2
66,Greece,Nea Demokratia,EPP,2
69,France,Rassemblement national,IDG,2
40,Malta,Partit Nazzjonalista,EPP,2
58,Germany,Independent,NI,2
64,Germany,DIE LINKE.,The Left,1
46,Estonia,Sotsiaaldemokraatlik Erakond,S&D,1
73,Poland,,S&D,1
47,United Kingdom,Liberal Democrats,REG,1
44,Hungary,Demokratikus Koalíció,S&D,1
61,United Kingdom,The Brexit Party,NI,3
46,Spain,Partido Popular,EPP,2
54,United Kingdom,Labour Party,S&D,1
54,Spain,Partido Socialista Obrero Español,S&D,1
49,Romania,Partidul Naţional Liberal,EPP,2
44,Poland,Prawo i Sprawiedliwość,ECR,2
57,Germany,Freie Wähler,REG,1
55,United Kingdom,The Brexit Party,NI,3
38,Romania,Partidul Naţional Liberal,EPP,2
46,United Kingdom,Liberal Democrats,REG,1
35,Germany,Bündnis 90/Die Grünen,Greens/EFA,1
70,Germany,Sozialdemokratische Partei Deutschlands,S&D,1
56,Germany,Christlich-Soziale Union in Bayern e.V.,EPP,2
53,Czech Republic,TOP 09 a Starostové,EPP,2
27,Germany,Bündnis 90/Die Grünen,Greens/EFA,1
34,Greece,Communist Party of Greece,NI,1
60,Slovenia,Nova Slovenija – Krščanski demokrati,EPP,2
57,Ireland,Green Party,Greens/EFA,1
41,Germany,Freie Demokratische Partei,REG,1
67,Poland,Platforma Obywatelska,EPP,2
58,France,Rassemblement national,IDG,2
50,France,La France Insoumise,The Left,1
54,Spain,Delegación Ciudadanos Europeos,REG,1
53,Cyprus,Movement for Social Democracy EDEK,S&D,1
64,Greece,Coalition of the Radical Left,The Left,1
57,United Kingdom,The Brexit Party,NI,3
52,Germany,Bündnis 90/Die Grünen,Greens/EFA,1
50,Italy,Independent,Greens/EFA,1
57,Belgium,Christen-Democratisch & Vlaams,EPP,2
43,France,La France Insoumise,The Left,1
42,Portugal,Partido Comunista Português,The Left,1
28,Portugal,Partido Social Democrata,EPP,2
21,Denmark,Socialistisk Folkeparti,Greens/EFA,1
34,United Kingdom,Green Party,Greens/EFA,1
38,Italy,Partito Democratico,S&D,1
36,Italy,Movimento 5 Stelle,NI,1
44,France,,NI,2
70,Italy,Independent,S&D,1
55,Portugal,Partido Socialista,S&D,1
48,Sweden,Moderaterna,EPP,1
30,Netherlands,Democraten 66,REG,1
51,Portugal,Partido Social Democrata,EPP,2
53,Austria,Sozialdemokratische Partei Österreichs,S&D,1
32,Germany,Bündnis 90/Die Grünen,Greens/EFA,1
64,Italy,Lega,IDG,2
73,France,Mouvement Radical Social-Libéral,REG,1
55,France,,NI,2
72,Italy,Partito Democratico,S&D,1
56,Spain,Ciudadanos – Partido de la Ciudadanía,REG,1
52,Italy,Movimento 5 Stelle,NI,1
50,Netherlands,JA21,ECR,3
53,Netherlands,JA21,ECR,3
51,France,Europe Écologie,Greens/EFA,1
58,France,Rassemblement national,IDG,2
53,United Kingdom,The Brexit Party,NI,3
47,Netherlands,Staatkundig Gereformeerde Partij,ECR,2
41,Spain,Partido Socialista Obrero Español,S&D,1
46,Italy,Forza Italia,EPP,2
59,Spain,Partido Socialista Obrero Español,S&D,1
46,France,Les Républicains,EPP,2
51,Portugal,Partido Socialista,S&D,1
37,Italy,Lega,IDG,2
44,France,Europe Écologie,Greens/EFA,1
52,Denmark,Socialdemokratiet,S&D,1
50,Austria,Sozialdemokratische Partei Österreichs,S&D,1
44,Germany,DIE LINKE.,The Left,1
66,Luxembourg,Parti ouvrier socialiste luxembourgeois,S&D,1
65,Germany,DIE LINKE.,The Left,1
66,Netherlands,Christen Democratisch Appèl,EPP,2
36,Netherlands,Volkspartij voor Vrijheid en Democratie,REG,1
57,Germany,Sozialdemokratische Partei Deutschlands,S&D,1
56,United Kingdom,Green Party,Greens/EFA,1
34,France,La République en marche,REG,1
35,Luxembourg,Indépendent,REG,1
33,Germany,Independent,Greens/EFA,1
44,Austria,Sozialdemokratische Partei Österreichs,S&D,1
59,Germany,Sozialdemokratische Partei Deutschlands,S&D,1
33,Sweden,Kristdemokraterna,EPP,2
59,Bulgaria,VMRO,ECR,2
53,Italy,Partito Democratico,S&D,1
56,Czech Republic,Křesťanská a demokratická unie - Československá strana lidová,EPP,2
37,Croatia,Hrvatska demokratska zajednica,EPP,2
48,Spain,Ciudadanos – Partido de la Ciudadanía,REG,1
54,Germany,Die PARTEI,NI,1
43,Poland,Independent,Greens/EFA,1
58,Slovakia,Kresťanskodemokratické hnutie,EPP,2
37,Romania,Uniunea Salvați România,REG,1
58,Netherlands,GroenLinks,Greens/EFA,1
40,Romania,Uniunea Salvați România,REG,1
62,Croatia,Hrvatska demokratska zajednica,EPP,2
66,Italy,Forza Italia,EPP,2
40,Italy,Lega,IDG,2
33,United Kingdom,The Brexit Party,NI,3
41,Romania,Partidul Naţional Ţaranesc Creştin Democrat,ECR,1
37,Austria,Österreichische Volkspartei,EPP,2
45,Italy,Partito Democratico,S&D,1
41,Sweden,Moderaterna,EPP,1
38,Romania,Partidul Mișcarea Populară,EPP,2
61,Croatia,Hrvatska konzervativna stranka,ECR,2
54,Slovenia,Slovenska demokratska stranka,EPP,2
74,Finland,Svenska folkpartiet,REG,1
63,Czech Republic,Občanská demokratická strana,ECR,2
44,Hungary,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,NI,2
32,France,Europe Écologie,Greens/EFA,1
32,Italy,Lega,IDG,2
62,France,Liste Renaissance,REG,1
44,Romania,Uniunea Salvați România,REG,1
35,Slovakia,Hnutie Republika,NI,2
44,Hungary,Magyar Szocialista Párt,S&D,1
37,Spain,Catalunya en Comú,Greens/EFA,1
43,Latvia,'Saskaņa' sociāldemokrātiskā partija,S&D,1
50,Belgium,Socialistische Partij.Anders,S&D,1
41,Belgium,Vlaams Belang,IDG,3
30,Netherlands,GroenLinks,Greens/EFA,1
47,Belgium,Open Vlaamse Liberalen en Democraten,REG,1
37,France,Mouvement Démocrate,REG,1
55,Germany,Christlich Demokratische Union Deutschlands,EPP,2
66,Belgium,Open Vlaamse Liberalen en Democraten,REG,1
53,Austria,Freiheitliche Partei Österreichs,IDG,3
36,Denmark,Enhedslisten,The Left,1
42,Romania,Uniunea Democrată Maghiară din România,EPP,2
49,Denmark,Socialdemokratiet,S&D,1
51,United Kingdom,Liberal Democrats,REG,1
57,Austria,Sozialdemokratische Partei Österreichs,S&D,1
49,Germany,Bündnis 90/Die Grünen,Greens/EFA,1
58,Czech Republic,Občanská demokratická strana,ECR,2
56,Germany,Christlich Demokratische Union Deutschlands,EPP,2
56,Italy,Forza Italia,EPP,2
64,Ireland,Independents for change,The Left,1
32,Ireland,Fine Gael Party,EPP,1
50,Sweden,Moderaterna,EPP,1
62,United Kingdom,Labour Party,S&D,1
47,Germany,Christlich-Soziale Union in Bayern e.V.,EPP,2
37,Sweden,Sverigedemokraterna,ECR,2
51,Denmark,Det Konservative Folkeparti,EPP,1
62,Germany,Christlich Demokratische Union Deutschlands,EPP,2
57,Austria,Die Grünen - Die Grüne Alternative,Greens/EFA,1
40,Slovakia,Progresívne Slovensko,REG,1
34,Germany,Sozialdemokratische Partei Deutschlands,S&D,1
33,Netherlands,Partij van de Arbeid,S&D,1
48,France,Europe Écologie,REG,1
45,France,Liste Renaissance,REG,1
43,France,La République en marche,REG,1
54,Poland,Prawo i Sprawiedliwość,ECR,2
59,Spain,Partido Popular,EPP,2
40,Czech Republic,Křesťanská a demokratická unie - Československá strana lidová,EPP,2
66,Germany,Alternative für Deutschland,IDG,2
62,Spain,Partido Popular,EPP,2
49,Croatia,Hrvatska demokratska zajednica,EPP,2
57,Slovenia,Slovenska demokratska stranka,EPP,2
53,Italy,Italia Viva,REG,1
